744|Biopsy - Needle - Thyroid|46.02|144.00
745|Peripheral or subcutaneous lymph node biopsy|12.08|33.35
746|Reduction of intussusception using hydrostatic pressure|86.81|175.00
747|Prostate biopsy|19.38|43.85
748|Biopsy - Needle - Bone (under LA)|36.09|102.00
749|Biopsy - Needle - Parietal Pleural|46.02|144.00
750|Lumbar Puncture|25.14|80.00
751|Aspiration Pericardium|43.58|144.00
752|Cisternal Puncture|34.21|75.70
753|Puncture Sternal|35.32|104.00
754|Tap Subdural Infant|23.32|70.30
755|Artery Puncture|6.25|21.75
757|Aspiration Other Joints|11.42|30.90
758|Pneumoperitoneum|23.32|70.30
759|Chest Aspiration Diagnostic|21.67|70.30
760|Paracentesis (abdominal)|23.04|50.80
761|Aspiration Bursa or Cyst|13.92|90.50
762|Allergy Sensitivity Tests - scratch test (per antigen)|1.03|5.00
763|Allergy Sensitivity Tests - scratch test (child <5 yrs) (per antigen)|2.25|5.35
764|Allergy Sensitivity Tests - intracutaneous test (per test)|2.08|7.15
765|Allergy Sensitivity Tests - annual maximum (scratch or intracutaneous)|33.37|115.00
767|Patch Testing|1.28|5.30
768|Photopatch Test - per test|4.93|15.70
769|Photopatch Test - annual maximum|49.33|142.00
770|Pelvic examination under GA|25.08|73.00
771|Retinal diagnostic examination|19.69|64.20
774|Secretin Pancreazymin Stimulation Test|81.08|246.00
775|Hydrotubation|30.79|89.80
776|Fetal scalp sampling|30.79|89.80
780|Diagnostic Schirmer test|12.89|42.10
782|Aspiration Pouch of Douglas|23.92|69.60
783|Huhners test|30.79|89.80
784|Cervix punch biopsy|12.01|35.00
785|Endometrial biopsy for infertility|30.79|89.80
786|Aspiration Pouch of Douglas|44.73|124.00
787|Amniocentesis, transabdominal|65.97|193.00
788|Oesophageal, Motility Test - technical fee|68.05|219.00
789|Peritoneal Lavage|84.08|205.00
790|Foetal heart monitoring - antepartum - professional fee|11.45|38.35
791|Histamine Test|18.47|56.20
792|Cysto-Ureterogram - Technical fee|11.17|25.85
793|Cysto-Ureterogram - Interpretation fee|5.58|13.75
794|Chorionic villus sampling|91.57|267.00
797|Oesophageal, Motility Test|125.59|409.00
798|Oesophageal, Motility Test - professional fee|57.54|187.00
799|Transurethral ureterorenoscopy , brush biopsy, C & P|155.07|352.00
800|Transurethral ureterorenoscopy with x-ray control- C & P|275.00|528.00
801|Intra-Arterial Cannulation|21.67|70.30
802|Urethogram|38.77|87.80
803|Loopogram|48.71|109.00
804|Bernstein acid perfusion tests|50.38|163.00
805|Tuttles pH Probe|45.58|124.00
806|Bernstein Acid + Tuttles pH Tests|70.64|210.00
807|Diagnostic Hysteroscopy|89.18|258.00
808|Diagnostic Hysteroscopy with biopsy(s)|136.48|395.00
809|Retrograde Pancreatography|210.93|682.00
810|Catheterization Right Heart|162.26|527.00
811|Joint injection, aspiration or arthrogram|45.58|79.70
812|Angiocardiogram Selective|54.45|176.00
813|Ergonovine testing, coronary artery spasm|77.62|256.00
814|Dye Dilution Studies Cardiac|54.45|176.00
815|Laparoscopic biopsies/lysis of adhesions|43.97|128.00
816|Hydrogen Ion Study|28.40|87.50
817|Oesophageal pH study - technical fee|12.21|39.70
818|Oesophageal pH study - professional fee|40.04|130.00
819|Diagnostic vaginoscopy under GA|89.18|258.00
820|Acid infusion test (Bernstein)|25.19|81.70
821|Bernstein acid perfusion tests - technical fee|25.19|81.70
822|Tuttles pH Probe - professional fee|22.79|61.90
823|Tuttles pH Probe - technical fee|22.79|61.90
824|Tuttles pH + Bernstein Acid Tests- professional fee|35.32|104.00
825|Tuttles pH + Bernstein Acid Tests - technical fee|35.32|104.00
826|Biopsy - pancreas|74.81|242.00
827|Catheterization Left Heart Retrograde|129.78|420.00
830|Catheterization Trans-septal - Left|174.88|392.00
835|Ventricular Puncture transthoracic|70.47|210.00
836|Ventricular puncture, transthoracic - surgeons fee|75.75|244.00
839|Intra-coronary streptokinase thrombolysis|353.16|1053.00
840|Percutaneous transluminal coronary angioplasty|369.39|1182.00
841|Angiography Direct Coronary|194.74|627.00
842|Percutaneous transluminal coronary angioplasty, additional|185.37|596.00
843|Abdominal aortic arteriography; selective|80.40|165.00
844|Biopsy - needle - salivary gland|49.44|160.00
845|Cardiology Assistant|54.45|176.00
846|Cardiology Assistant - after one hour|10.90|35.70
847|Arteriography Selective thoracic aortic branch|130.35|267.00
848|Myocardial perfusion study|77.39|235.00
853|Venacavogram - Superior|19.32|50.80
854|Venacavogram - Inferior|92.58|187.00
855|Catheterization, Vena Cava|80.40|165.00
856|Catheterization, other|53.47|109.00
857|Cholangiogram Percutaneous Transhepatic|101.09|187.00
859|Splenoportogram - by whatever means|91.90|300.00
862|His Bundle Recording|162.26|527.00
866|Cavernosometry/cavernosography|77.53|174.00
868|Gastrostomy gastrojejunostomy - Percutaneous|220.33|678.00
869|Manometry - anal - adult|57.54|187.00
871|Pulse Tracing Intravascular|54.45|176.00
874|Urethral profilometry (water or gas)|19.38|43.90
875|Uroflowimetry|31.02|70.30
876|Video dynamics (full study)|108.55|247.00
877|Nocturnal penile tumescence monitoring|31.02|70.30
878|Cystometry/pelvic floor EMG|46.52|106.00
880|Portal Pressures - hepatic vein wedge|58.64|176.00
881|Portal Pressures - percutaneous, splenic|46.93|144.00
882|Portal Pressures - splenoportogram|20.93|63.30
885|Digital angiography - peripheral injection|41.87|82.10
886|Digital angiography - central injection|82.82|166.00
888|Ventriculogram - without ventricular access|251.48|529.00
889|Ventriculogram/ventricular access|125.75|265.00
890|Aortogram Abdominal|92.58|187.00
891|Arteriogram - bilateral|137.56|304.00
892|Arteriogram - unilateral|91.48|209.00
893|Arteriogram - femoral or axillary|70.82|152.00
894|Arteriogram - cerebral|172.47|380.00
896|Arteriography Pulmonary|112.38|257.00
897|Aortogram Thoracic|133.08|272.00
898|Balloon Septostomy|251.39|517.00
899|Misc. (procedural cardiology)|558.63|
900|Electrodiagnosis, extensive examination|117.75|338.00
901|Electrodiagnosis, limited examination|78.75|236.00
902|Electrodiagnosis, short examination|39.25|115.00
905|Facial Palsy, Nerve conduction|6.19|17.70
906|Nerve conduction, Facial Palsy, maximum|43.09|117.00
907|Endoscopic exam of sinus|32.13|88.90
908|Endoscopic exam and biopsy of sinus|51.40|142.00
909|Flexible fiberoptic nasopharyngolaryngoscopy|37.96|104.00
910|Overnight home oximetry - professional fee|27.36|83.20
911|Overnight home oximetry - technical fee|15.32|44.00
914|Sphenoidal Electrodes Insertion|42.56|117.00
915|Sodium Amytal, Carotid Injection|95.62|260.00
919|Impedance Plethysmography - professional fee|6.22|17.60
920|Impedance Plethysmography - technical fee|31.19|86.90
921|Varicocele and/or uterine artery embolization-unilateral|360.90|769.00
922|Decamethonium test|44.21|104.00
923|Electrodiagnostic Testing|19.90|57.30
924|Echo-encephalometry - interpretation|11.73|35.70
925|Varicocele and/or uterine artery embolization-unilateral|501.79|1071.00
926|Orbital Electrodes, Insertion|144.27|387.00
927|Decamethonium test - Diagnostic|33.67|110.00
928|Respiratory Functions - Spirometry - with FVC, FEV(i), FVC(i), FVC Ratio|12.52|40.30
929|Respiratory Functions - Spirometry - before and after bronchodilators|18.54|60.30
930|Peak expiratory flow rate|5.44|19.00
931|Lung Volumes - professional fee|13.90|46.30
932|Lung Volumes - technical fee|13.90|46.30
933|Spirometry - forced expiratory - professional fee|10.90|35.70
934|Spirometry - forced expiratory - technical fee|10.90|35.70
935|Spirometry - forced expiratory - before and after bronchodilators - professional fee|12.52|40.30
936|Spirometry - forced expiratory - before and after bronchodilators - technical fee|13.90|46.30
937|Flow Volume logs - professional fee|10.90|35.70
938|Flow Volume logs - technical fee|17.85|60.30
940|Flow Volume logs - before and after bronchodilators - professional fee|13.90|46.30
941|Flow Volume logs - before and after bronchodilators - technical fee|26.40|87.50
942|Diffusion studies with Carbon Monoxide - professional fee|14.82|48.85
943|Diffusion studies with Carbon Monoxide - technical fee|12.62|29.05
944|Tilt table testing|284.56|924.00
945|Pulmonary function studies - detailed - professional fee|41.24|134.00
946|Pulmonary function studies - detailed - technical fee|39.51|129.00
947|Tilt table testing - prof fee|175.12|502.00
948|Tilt table testing - tech fee|109.45|380.00
950|Progressive exercise test - professional fee|21.67|70.30
951|Progressive exercise test - technical fee|31.97|104.00
952|Ventilation at rest and exercise with blood gas - professional fee|26.45|87.50
953|Ventilation at rest and exercise with blood gas - technical fee|42.74|142.00
954|Exercise in a steady state - professional fee|45.09|150.00
955|Exercise in a steady state - technical fee|45.09|150.00
956|Exercise in a steady state - Aa gradients - professional fee|53.68|175.00
957|Exercise in a steady state - Aa gradients - technical fee|53.68|175.00
958|Exercise induced Asthma - professional fee|21.67|70.30
959|Exercise induced Asthma - technical fee|31.97|104.00
960|Ear oximetry - professional fee|4.62|16.30
961|Ear oximetry - technical fee|15.64|50.20
962|Expired gas analysis - professional fee|3.13|10.95
963|Expired gas analysis - technical fee|15.64|50.20
964|Plethsysomography and Airway resistance - professional fee|13.21|41.75
965|Plethsysomography and Airway resistance - technical fee|26.40|87.50
966|Lung compliance with pressure volume - professional fee|45.09|150.00
967|Lung compliance with pressure volume - technical fee|35.71|115.00
968|Inhalation challenge - professional fee|35.71|115.00
969|Inhalation challenge - technical fee|35.71|115.00
970|Precipitin tests - professional fee|10.90|35.70
971|Precipitin tests - technical fee|26.40|87.50
972|CO2/O2 responsiveness of respiratory centres - professional fee|17.85|60.30
